Unnamed: 0	season	division	round	localTeam	visitorTeam	localGoals	visitorGoals	date	timestamp
28931	2008-09	1	21	Deportivo	Villarreal	3	0	01/02/2009	1233442800
28932	2008-09	1	21	Espanol	Recreativo de Huelva	1	1	01/02/2009	1233442800
28933	2008-09	1	21	Sporting de Gijon	Sevilla	1	0	01/02/2009	1233442800
28934	2008-09	1	21	Osasuna	Mallorca	1	0	01/02/2009	1233442800
28935	2008-09	1	21	Santander	Barcelona	1	2	01/02/2009	1233442800
28936	2008-09	1	21	Valencia	Almeria	3	2	01/02/2009	1233442800
28937	2008-09	1	22	Real Madrid	Santander	1	0	07/02/2009	1233961200
28938	2008-09	1	22	Sevilla	Betis	1	2	07/02/2009	1233961200
28939	2008-09	1	22	Barcelona	Sporting de Gijon	3	1	08/02/2009	1234047600
28940	2008-09	1	22	Getafe	Espanol	1	1	08/02/2009	1234047600
28941	2008-09	1	22	Recreativo de Huelva	Atletico de Madrid	0	3	08/02/2009	1234047600
28942	2008-09	1	22	Malaga	Almeria	3	2	08/02/2009	1234047600
28943	2008-09	1	22	Mallorca	Deportivo	1	1	08/02/2009	1234047600
28944	2008-09	1	22	Osasuna	Valencia	1	0	08/02/2009	1234047600
28945	2008-09	1	22	Valladolid	Atletico de Bilbao	2	1	08/02/2009	1234047600
28946	2008-09	1	22	Villarreal	Numancia	2	1	08/02/2009	1234047600
28947	2008-09	1	23	Betis	Barcelona	2	2	14/02/2009	1234566000
28948	2008-09	1	23	Deportivo	Osasuna	0	0	14/02/2009	1234566000
28949	2008-09	1	23	Valencia	Malaga	1	1	14/02/2009	1234566000
28950	2008-09	1	23	Atletico de Bilbao	Recreativo de Huelva	1	1	15/02/2009	1234652400
28951	2008-09	1	23	Atletico de Madrid	Getafe	1	1	15/02/2009	1234652400
28952	2008-09	1	23	Espanol	Sevilla	0	2	15/02/2009	1234652400
28953	2008-09	1	23	Sporting de Gijon	Real Madrid	0	4	15/02/2009	1234652400
28954	2008-09	1	23	Numancia	Mallorca	0	1	15/02/2009	1234652400
28955	2008-09	1	23	Santander	Villarreal	1	1	15/02/2009	1234652400
28956	2008-09	1	23	Almeria	Valladolid	3	2	15/02/2009	1234652400
28957	2008-09	1	24	Barcelona	Espanol	1	2	21/02/2009	1235170800
28958	2008-09	1	24	Real Madrid	Betis	6	1	21/02/2009	1235170800
28959	2008-09	1	24	Sevilla	Atletico de Madrid	1	0	21/02/2009	1235170800
28960	2008-09	1	24	Villarreal	Sporting de Gijon	2	1	21/02/2009	1235170800
28961	2008-09	1	24	Deportivo	Valencia	1	1	22/02/2009	1235257200
28962	2008-09	1	24	Getafe	Atletico de Bilbao	1	1	22/02/2009	1235257200
28963	2008-09	1	24	Recreativo de Huelva	Almeria	1	1	22/02/2009	1235257200
28964	2008-09	1	24	Mallorca	Santander	1	0	22/02/2009	1235257200
28965	2008-09	1	24	Osasuna	Numancia	2	0	22/02/2009	1235257200
28966	2008-09	1	24	Valladolid	Malaga	1	3	22/02/2009	1235257200
28967	2008-09	1	25	Atletico de Bilbao	Sevilla	1	2	28/02/2009	1235775600
28968	2008-09	1	25	Espanol	Real Madrid	0	2	28/02/2009	1235775600
28969	2008-09	1	25	Atletico de Madrid	Barcelona	4	3	01/03/2009	1235862000
28970	2008-09	1	25	Betis	Villarreal	2	2	01/03/2009	1235862000
28971	2008-09	1	25	Sporting de Gijon	Mallorca	0	1	01/03/2009	1235862000
28972	2008-09	1	25	Malaga	Recreativo de Huelva	0	2	01/03/2009	1235862000
28973	2008-09	1	25	Numancia	Deportivo	0	1	01/03/2009	1235862000
28974	2008-09	1	25	Santander	Osasuna	1	1	01/03/2009	1235862000
28975	2008-09	1	25	Almeria	Getafe	2	1	01/03/2009	1235862000
28976	2008-09	1	25	Valencia	Valladolid	1	2	01/03/2009	1235862000
28977	2008-09	1	26	Barcelona	Atletico de Bilbao	2	0	07/03/2009	1236380400
28978	2008-09	1	26	Real Madrid	Atletico de Madrid	1	1	07/03/2009	1236380400
28979	2008-09	1	26	Villarreal	Espanol	1	0	07/03/2009	1236380400
28980	2008-09	1	26	Deportivo	Santander	5	3	08/03/2009	1236466800
28981	2008-09	1	26	Getafe	Malaga	1	2	08/03/2009	1236466800
28982	2008-09	1	26	Recreativo de Huelva	Valladolid	2	3	08/03/2009	1236466800
28983	2008-09	1	26	Mallorca	Betis	3	3	08/03/2009	1236466800
28984	2008-09	1	26	Numancia	Valencia	2	1	08/03/2009	1236466800
28985	2008-09	1	26	Osasuna	Sporting de Gijon	1	2	08/03/2009	1236466800
28986	2008-09	1	26	Sevilla	Almeria	2	1	08/03/2009	1236466800
28987	2008-09	1	27	Atletico de Bilbao	Real Madrid	2	5	14/03/2009	1236985200
28988	2008-09	1	27	Valencia	Recreativo de Huelva	1	1	14/03/2009	1236985200
28989	2008-09	1	27	Atletico de Madrid	Villarreal	3	2	15/03/2009	1237071600
28990	2008-09	1	27	Betis	Osasuna	0	0	15/03/2009	1237071600
28991	2008-09	1	27	Espanol	Mallorca	3	3	15/03/2009	1237071600
28992	2008-09	1	27	Sporting de Gijon	Deportivo	3	2	15/03/2009	1237071600
28993	2008-09	1	27	Malaga	Sevilla	2	2	15/03/2009	1237071600
28994	2008-09	1	27	Santander	Numancia	5	0	15/03/2009	1237071600
28995	2008-09	1	27	Almeria	Barcelona	0	2	15/03/2009	1237071600
28996	2008-09	1	27	Valladolid	Getafe	1	0	15/03/2009	1237071600
28997	2008-09	1	28	Sevilla	Valladolid	4	1	21/03/2009	1237590000
28998	2008-09	1	28	Villarreal	Atletico de Bilbao	2	0	21/03/2009	1237590000
28999	2008-09	1	28	Barcelona	Malaga	6	0	22/03/2009	1237676400
29000	2008-09	1	28	Deportivo	Betis	1	1	22/03/2009	1237676400
29001	2008-09	1	28	Getafe	Recreativo de Huelva	2	1	22/03/2009	1237676400
29002	2008-09	1	28	Mallorca	Atletico de Madrid	2	0	22/03/2009	1237676400
29003	2008-09	1	28	Numancia	Sporting de Gijon	2	1	22/03/2009	1237676400
29004	2008-09	1	28	Osasuna	Espanol	1	0	22/03/2009	1237676400
29005	2008-09	1	28	Santander	Valencia	0	1	22/03/2009	1237676400
29006	2008-09	1	28	Real Madrid	Almeria	3	0	22/03/2009	1237676400
29007	2008-09	1	29	Atletico de Bilbao	Mallorca	2	1	04/04/2009	1238796000
29008	2008-09	1	29	Betis	Numancia	3	3	04/04/2009	1238796000
29009	2008-09	1	29	Recreativo de Huelva	Sevilla	0	1	04/04/2009	1238796000
29010	2008-09	1	29	Malaga	Real Madrid	0	1	04/04/2009	1238796000
29011	2008-09	1	29	Almeria	Villarreal	3	0	04/04/2009	1238796000
29012	2008-09	1	29	Valladolid	Barcelona	0	1	04/04/2009	1238796000
29013	2008-09	1	29	Atletico de Madrid	Osasuna	2	4	05/04/2009	1238882400
29014	2008-09	1	29	Espanol	Deportivo	3	1	05/04/2009	1238882400
29015	2008-09	1	29	Sporting de Gijon	Santander	0	2	05/04/2009	1238882400
29016	2008-09	1	29	Valencia	Getafe	4	1	05/04/2009	1238882400
29017	2008-09	1	30	Barcelona	Recreativo de Huelva	2	0	11/04/2009	1239400800
29018	2008-09	1	30	Villarreal	Malaga	0	2	11/04/2009	1239400800
29019	2008-09	1	30	Deportivo	Atletico de Madrid	1	2	12/04/2009	1239487200
29020	2008-09	1	30	Sporting de Gijon	Valencia	2	3	12/04/2009	1239487200
29021	2008-09	1	30	Mallorca	Almeria	2	0	12/04/2009	1239487200
29022	2008-09	1	30	Numancia	Espanol	0	0	12/04/2009	1239487200
29023	2008-09	1	30	Osasuna	Atletico de Bilbao	2	1	12/04/2009	1239487200
29024	2008-09	1	30	Santander	Betis	2	3	12/04/2009	1239487200
29025	2008-09	1	30	Real Madrid	Valladolid	2	0	12/04/2009	1239487200
29026	2008-09	1	30	Sevilla	Getafe	0	1	12/04/2009	1239487200
29027	2008-09	1	31	Atletico de Bilbao	Deportivo	0	1	18/04/2009	1240005600
29028	2008-09	1	31	Atletico de Madrid	Numancia	3	0	18/04/2009	1240005600
29029	2008-09	1	31	Getafe	Barcelona	0	1	18/04/2009	1240005600
29030	2008-09	1	31	Recreativo de Huelva	Real Madrid	0	1	18/04/2009	1240005600
29031	2008-09	1	31	Malaga	Mallorca	1	1	18/04/2009	1240005600
29032	2008-09	1	31	Betis	Sporting de Gijon	2	0	19/04/2009	1240092000
29033	2008-09	1	31	Espanol	Santander	1	0	19/04/2009	1240092000
29034	2008-09	1	31	Almeria	Osasuna	2	1	19/04/2009	1240092000
29035	2008-09	1	31	Valencia	Sevilla	3	1	19/04/2009	1240092000
29036	2008-09	1	31	Valladolid	Villarreal	0	0	19/04/2009	1240092000
29037	2008-09	1	32	Numancia	Atletico de Bilbao	1	2	21/04/2009	1240264800
29038	2008-09	1	32	Real Madrid	Getafe	3	2	21/04/2009	1240264800
29039	2008-09	1	32	Barcelona	Sevilla	4	0	22/04/2009	1240351200
29040	2008-09	1	32	Betis	Valencia	1	2	22/04/2009	1240351200
29041	2008-09	1	32	Deportivo	Almeria	2	0	22/04/2009	1240351200
29042	2008-09	1	32	Osasuna	Malaga	2	3	22/04/2009	1240351200
29043	2008-09	1	32	Sporting de Gijon	Espanol	0	3	23/04/2009	1240437600
29044	2008-09	1	32	Mallorca	Valladolid	2	0	23/04/2009	1240437600
29045	2008-09	1	32	Santander	Atletico de Madrid	5	1	23/04/2009	1240437600
29046	2008-09	1	32	Villarreal	Recreativo de Huelva	2	1	23/04/2009	1240437600
29047	2008-09	1	33	Malaga	Deportivo	1	1	25/04/2009	1240610400
29048	2008-09	1	33	Almeria	Numancia	2	1	25/04/2009	1240610400
29049	2008-09	1	33	Valencia	Barcelona	2	2	25/04/2009	1240610400
29050	2008-09	1	33	Atletico de Bilbao	Santander	2	1	26/04/2009	1240696800
29051	2008-09	1	33	Atletico de Madrid	Sporting de Gijon	3	1	26/04/2009	1240696800
29052	2008-09	1	33	Espanol	Betis	2	0	26/04/2009	1240696800
29053	2008-09	1	33	Getafe	Villarreal	1	2	26/04/2009	1240696800
29054	2008-09	1	33	Recreativo de Huelva	Mallorca	2	4	26/04/2009	1240696800
29055	2008-09	1	33	Sevilla	Real Madrid	2	4	26/04/2009	1240696800
29056	2008-09	1	33	Valladolid	Osasuna	0	0	26/04/2009	1240696800
29057	2008-09	1	34	Numancia	Malaga	2	0	02/05/2009	1241215200
29058	2008-09	1	34	Real Madrid	Barcelona	2	6	02/05/2009	1241215200
29059	2008-09	1	34	Villarreal	Sevilla	0	2	02/05/2009	1241215200
29060	2008-09	1	34	Betis	Atletico de Madrid	0	2	03/05/2009	1241301600
29061	2008-09	1	34	Deportivo	Valladolid	1	0	03/05/2009	1241301600
29062	2008-09	1	34	Espanol	Valencia	3	0	03/05/2009	1241301600
29063	2008-09	1	34	Sporting de Gijon	Atletico de Bilbao	1	1	03/05/2009	1241301600
29064	2008-09	1	34	Mallorca	Getafe	2	1	03/05/2009	1241301600
29065	2008-09	1	34	Osasuna	Recreativo de Huelva	1	2	03/05/2009	1241301600
29066	2008-09	1	34	Santander	Almeria	0	2	03/05/2009	1241301600
29067	2008-09	1	35	Atletico de Bilbao	Betis	1	0	09/05/2009	1241820000
29068	2008-09	1	35	Sevilla	Mallorca	3	1	09/05/2009	1241820000
29069	2008-09	1	35	Valencia	Real Madrid	3	0	09/05/2009	1241820000
29070	2008-09	1	35	Atletico de Madrid	Espanol	3	2	10/05/2009	1241906400
29071	2008-09	1	35	Barcelona	Villarreal	3	3	10/05/2009	1241906400
29072	2008-09	1	35	Getafe	Osasuna	3	0	10/05/2009	1241906400
29073	2008-09	1	35	Recreativo de Huelva	Deportivo	1	2	10/05/2009	1241906400
29074	2008-09	1	35	Malaga	Santander	1	0	10/05/2009	1241906400
29075	2008-09	1	35	Almeria	Sporting de Gijon	3	1	10/05/2009	1241906400
29076	2008-09	1	35	Valladolid	Numancia	0	0	10/05/2009	1241906400
29077	2008-09	1	36	Deportivo	Getafe	1	1	16/05/2009	1242424800
29078	2008-09	1	36	Osasuna	Sevilla	0	0	16/05/2009	1242424800
29079	2008-09	1	36	Villarreal	Real Madrid	3	2	16/05/2009	1242424800
29080	2008-09	1	36	Atletico de Madrid	Valencia	1	0	17/05/2009	1242511200
29081	2008-09	1	36	Betis	Almeria	2	0	17/05/2009	1242511200
29082	2008-09	1	36	Espanol	Atletico de Bilbao	1	0	17/05/2009	1242511200
29083	2008-09	1	36	Sporting de Gijon	Malaga	2	1	17/05/2009	1242511200
29084	2008-09	1	36	Mallorca	Barcelona	2	1	17/05/2009	1242511200
29085	2008-09	1	36	Numancia	Recreativo de Huelva	1	0	17/05/2009	1242511200
29086	2008-09	1	36	Santander	Valladolid	3	2	17/05/2009	1242511200
29087	2008-09	1	37	Atletico de Bilbao	Atletico de Madrid	1	4	23/05/2009	1243029600
29088	2008-09	1	37	Barcelona	Osasuna	0	1	23/05/2009	1243029600
29089	2008-09	1	37	Getafe	Numancia	1	0	23/05/2009	1243029600
29090	2008-09	1	37	Recreativo de Huelva	Santander	0	1	23/05/2009	1243029600
29091	2008-09	1	37	Malaga	Betis	1	1	23/05/2009	1243029600
29092	2008-09	1	37	Sevilla	Deportivo	1	0	23/05/2009	1243029600
29093	2008-09	1	37	Almeria	Espanol	0	3	23/05/2009	1243029600
29094	2008-09	1	37	Valladolid	Sporting de Gijon	1	2	23/05/2009	1243029600
29095	2008-09	1	37	Villarreal	Valencia	3	1	23/05/2009	1243029600
29096	2008-09	1	37	Real Madrid	Mallorca	1	3	24/05/2009	1243116000
29097	2008-09	1	38	Atletico de Madrid	Almeria	3	0	30/05/2009	1243634400
29098	2008-09	1	38	Deportivo	Barcelona	1	1	30/05/2009	1243634400
29099	2008-09	1	38	Mallorca	Villarreal	2	3	30/05/2009	1243634400
29100	2008-09	1	38	Valencia	Atletico de Bilbao	2	0	30/05/2009	1243634400
29101	2008-09	1	38	Betis	Valladolid	1	1	31/05/2009	1243720800
29102	2008-09	1	38	Espanol	Malaga	3	0	31/05/2009	1243720800
29103	2008-09	1	38	Sporting de Gijon	Recreativo de Huelva	2	1	31/05/2009	1243720800
29104	2008-09	1	38	Numancia	Sevilla	0	2	31/05/2009	1243720800
29105	2008-09	1	38	Osasuna	Real Madrid	2	1	31/05/2009	1243720800
29106	2008-09	1	38	Santander	Getafe	1	1	31/05/2009	1243720800
29569	2009-10	1	1	Real Madrid	Deportivo	3	2	29/08/2009	1251496800
29570	2009-10	1	1	Zaragoza	Tenerife	1	0	29/08/2009	1251496800
29571	2009-10	1	1	Malaga	Atletico de Madrid	3	0	30/08/2009	1251583200
29572	2009-10	1	1	Valencia	Sevilla	2	0	30/08/2009	1251583200
29573	2009-10	1	1	Mallorca	Xerez	2	0	30/08/2009	1251583200
29574	2009-10	1	1	Almeria	Valladolid	0	0	30/08/2009	1251583200
29575	2009-10	1	1	Santander	Getafe	1	4	30/08/2009	1251583200
29576	2009-10	1	1	Osasuna	Villarreal	1	1	30/08/2009	1251583200
29577	2009-10	1	1	Atletico de Bilbao	Espanol	1	0	30/08/2009	1251583200
29578	2009-10	1	1	Barcelona	Sporting de Gijon	3	0	31/08/2009	1251669600
29579	2009-10	1	2	Espanol	Real Madrid	0	3	12/09/2009	1252706400
29580	2009-10	1	2	Sevilla	Zaragoza	4	1	12/09/2009	1252706400
29581	2009-10	1	2	Getafe	Barcelona	0	2	12/09/2009	1252706400
29582	2009-10	1	2	Atletico de Madrid	Santander	1	1	12/09/2009	1252706400
29583	2009-10	1	2	Xerez	Atletico de Bilbao	0	1	13/09/2009	1252792800
29584	2009-10	1	2	Deportivo	Malaga	1	0	13/09/2009	1252792800
29585	2009-10	1	2	Villarreal	Mallorca	1	1	13/09/2009	1252792800
29586	2009-10	1	2	Tenerife	Osasuna	2	1	13/09/2009	1252792800
29587	2009-10	1	2	Valladolid	Valencia	2	4	13/09/2009	1252792800
29588	2009-10	1	2	Sporting de Gijon	Almeria	1	0	13/09/2009	1252792800
29589	2009-10	1	3	Deportivo	Espanol	2	3	19/09/2009	1253311200
29590	2009-10	1	3	Mallorca	Tenerife	4	0	19/09/2009	1253311200
29591	2009-10	1	3	Osasuna	Sevilla	0	2	19/09/2009	1253311200
29592	2009-10	1	3	Barcelona	Atletico de Madrid	5	2	19/09/2009	1253311200
29593	2009-10	1	3	Malaga	Santander	1	2	19/09/2009	1253311200
29594	2009-10	1	3	Real Madrid	Xerez	5	0	20/09/2009	1253397600
29595	2009-10	1	3	Atletico de Bilbao	Villarreal	3	2	20/09/2009	1253397600
29596	2009-10	1	3	Zaragoza	Valladolid	1	2	20/09/2009	1253397600
29597	2009-10	1	3	Valencia	Sporting de Gijon	2	2	20/09/2009	1253397600
29598	2009-10	1	3	Almeria	Getafe	1	0	20/09/2009	1253397600
29599	2009-10	1	4	Sevilla	Mallorca	2	0	22/09/2009	1253570400
29600	2009-10	1	4	Santander	Barcelona	1	4	22/09/2009	1253570400
29601	2009-10	1	4	Espanol	Malaga	2	1	23/09/2009	1253656800
29602	2009-10	1	4	Xerez	Deportivo	0	3	23/09/2009	1253656800
29603	2009-10	1	4	Villarreal	Real Madrid	0	2	23/09/2009	1253656800
29604	2009-10	1	4	Tenerife	Atletico de Bilbao	1	0	23/09/2009	1253656800
29605	2009-10	1	4	Valladolid	Osasuna	1	2	23/09/2009	1253656800
29606	2009-10	1	4	Getafe	Valencia	3	1	23/09/2009	1253656800
29607	2009-10	1	4	Atletico de Madrid	Almeria	2	2	23/09/2009	1253656800
29608	2009-10	1	4	Sporting de Gijon	Zaragoza	1	1	24/09/2009	1253743200
29609	2009-10	1	5	Real Madrid	Tenerife	3	0	26/09/2009	1253916000
29610	2009-10	1	5	Atletico de Bilbao	Sevilla	0	4	26/09/2009	1253916000
29611	2009-10	1	5	Valencia	Atletico de Madrid	2	2	26/09/2009	1253916000
29612	2009-10	1	5	Malaga	Barcelona	0	2	26/09/2009	1253916000
29613	2009-10	1	5	Espanol	Xerez	0	0	27/09/2009	1254002400
29614	2009-10	1	5	Deportivo	Villarreal	1	0	27/09/2009	1254002400
29615	2009-10	1	5	Mallorca	Valladolid	3	0	27/09/2009	1254002400
29616	2009-10	1	5	Osasuna	Sporting de Gijon	1	0	27/09/2009	1254002400
29617	2009-10	1	5	Zaragoza	Getafe	3	0	27/09/2009	1254002400
29618	2009-10	1	5	Almeria	Santander	2	2	27/09/2009	1254002400
29619	2009-10	1	6	Tenerife	Deportivo	0	1	03/10/2009	1254520800
29620	2009-10	1	6	Atletico de Madrid	Zaragoza	2	1	03/10/2009	1254520800
29621	2009-10	1	6	Barcelona	Almeria	1	0	03/10/2009	1254520800
29622	2009-10	1	6	Xerez	Malaga	1	1	04/10/2009	1254607200
29623	2009-10	1	6	Villarreal	Espanol	0	0	04/10/2009	1254607200
29624	2009-10	1	6	Sevilla	Real Madrid	2	1	04/10/2009	1254607200
29625	2009-10	1	6	Valladolid	Atletico de Bilbao	2	2	04/10/2009	1254607200
29626	2009-10	1	6	Sporting de Gijon	Mallorca	4	1	04/10/2009	1254607200
29627	2009-10	1	6	Getafe	Osasuna	2	1	04/10/2009	1254607200
29628	2009-10	1	6	Santander	Valencia	0	1	04/10/2009	1254607200
29629	2009-10	1	7	Deportivo	Sevilla	1	0	17/10/2009	1255730400
29630	2009-10	1	7	Real Madrid	Valladolid	4	2	17/10/2009	1255730400
29631	2009-10	1	7	Valencia	Barcelona	0	0	17/10/2009	1255730400
29632	2009-10	1	7	Xerez	Villarreal	2	1	18/10/2009	1255816800
29633	2009-10	1	7	Espanol	Tenerife	2	1	18/10/2009	1255816800
29634	2009-10	1	7	Atletico de Bilbao	Sporting de Gijon	1	2	18/10/2009	1255816800
29635	2009-10	1	7	Mallorca	Getafe	3	1	18/10/2009	1255816800
29636	2009-10	1	7	Osasuna	Atletico de Madrid	3	0	18/10/2009	1255816800
29637	2009-10	1	7	Zaragoza	Santander	2	2	18/10/2009	1255816800
29638	2009-10	1	7	Malaga	Almeria	1	2	18/10/2009	1255816800
29639	2009-10	1	8	Sevilla	Espanol	0	0	24/10/2009	1256335200
29640	2009-10	1	8	Sporting de Gijon	Real Madrid	0	0	24/10/2009	1256335200
29641	2009-10	1	8	Atletico de Madrid	Mallorca	1	1	24/10/2009	1256335200
29642	2009-10	1	8	Valladolid	Deportivo	4	0	25/10/2009	1256421600
29643	2009-10	1	8	Getafe	Atletico de Bilbao	2	0	25/10/2009	1256421600
29644	2009-10	1	8	Santander	Osasuna	1	1	25/10/2009	1256421600
29645	2009-10	1	8	Barcelona	Zaragoza	6	1	25/10/2009	1256421600
29646	2009-10	1	8	Almeria	Valencia	0	3	25/10/2009	1256421600
29647	2009-10	1	8	Tenerife	Xerez	1	0	25/10/2009	1256421600
29648	2009-10	1	8	Villarreal	Malaga	2	1	25/10/2009	1256421600
29649	2009-10	1	9	Xerez	Sevilla	0	2	31/10/2009	1256943600
29650	2009-10	1	9	Real Madrid	Getafe	2	0	31/10/2009	1256943600
29651	2009-10	1	9	Atletico de Bilbao	Atletico de Madrid	1	0	31/10/2009	1256943600
29652	2009-10	1	9	Osasuna	Barcelona	1	1	31/10/2009	1256943600
29653	2009-10	1	9	Zaragoza	Almeria	2	1	01/11/2009	1257030000
29654	2009-10	1	9	Malaga	Valencia	0	1	01/11/2009	1257030000
29655	2009-10	1	9	Villarreal	Tenerife	5	0	01/11/2009	1257030000
29656	2009-10	1	9	Espanol	Valladolid	1	1	01/11/2009	1257030000
29657	2009-10	1	9	Deportivo	Sporting de Gijon	1	1	01/11/2009	1257030000
29658	2009-10	1	9	Mallorca	Santander	1	0	01/11/2009	1257030000
29659	2009-10	1	10	Barcelona	Mallorca	4	2	07/11/2009	1257548400
29660	2009-10	1	10	Tenerife	Malaga	2	2	07/11/2009	1257548400
29661	2009-10	1	10	Getafe	Deportivo	0	2	07/11/2009	1257548400
29662	2009-10	1	10	Atletico de Madrid	Real Madrid	2	3	07/11/2009	1257548400
29663	2009-10	1	10	Almeria	Osasuna	2	0	08/11/2009	1257634800
29664	2009-10	1	10	Valencia	Zaragoza	3	1	08/11/2009	1257634800
29665	2009-10	1	10	Sevilla	Villarreal	3	2	08/11/2009	1257634800
29666	2009-10	1	10	Valladolid	Xerez	0	0	08/11/2009	1257634800
29667	2009-10	1	10	Sporting de Gijon	Espanol	1	0	08/11/2009	1257634800
29668	2009-10	1	10	Santander	Atletico de Bilbao	0	2	08/11/2009	1257634800
29669	2009-10	1	11	Tenerife	Sevilla	1	2	21/11/2009	1258758000
29670	2009-10	1	11	Deportivo	Atletico de Madrid	2	1	21/11/2009	1258758000
29671	2009-10	1	11	Real Madrid	Santander	1	0	21/11/2009	1258758000
29672	2009-10	1	11	Atletico de Bilbao	Barcelona	1	1	21/11/2009	1258758000
29673	2009-10	1	11	Villarreal	Valladolid	3	1	22/11/2009	1258844400
29674	2009-10	1	11	Xerez	Sporting de Gijon	0	0	22/11/2009	1258844400
29675	2009-10	1	11	Espanol	Getafe	0	2	22/11/2009	1258844400
29676	2009-10	1	11	Mallorca	Almeria	3	1	22/11/2009	1258844400
29677	2009-10	1	11	Osasuna	Valencia	1	3	22/11/2009	1258844400
29678	2009-10	1	11	Malaga	Zaragoza	1	1	22/11/2009	1258844400
29679	2009-10	1	12	Sevilla	Malaga	2	2	28/11/2009	1259362800
29680	2009-10	1	12	Sporting de Gijon	Villarreal	1	0	28/11/2009	1259362800
29681	2009-10	1	12	Valencia	Mallorca	1	1	28/11/2009	1259362800
29682	2009-10	1	12	Valladolid	Tenerife	3	3	29/11/2009	1259449200
29683	2009-10	1	12	Getafe	Xerez	5	1	29/11/2009	1259449200
29684	2009-10	1	12	Atletico de Madrid	Espanol	4	0	29/11/2009	1259449200
29685	2009-10	1	12	Santander	Deportivo	0	1	29/11/2009	1259449200
29686	2009-10	1	12	Barcelona	Real Madrid	1	0	29/11/2009	1259449200
29687	2009-10	1	12	Almeria	Atletico de Bilbao	1	4	29/11/2009	1259449200
29688	2009-10	1	12	Zaragoza	Osasuna	0	1	29/11/2009	1259449200
29689	2009-10	1	13	Sevilla	Valladolid	1	1	05/12/2009	1259967600
29690	2009-10	1	13	Xerez	Atletico de Madrid	0	2	05/12/2009	1259967600
29691	2009-10	1	13	Deportivo	Barcelona	1	3	05/12/2009	1259967600
29692	2009-10	1	13	Real Madrid	Almeria	4	2	05/12/2009	1259967600
29693	2009-10	1	13	Tenerife	Sporting de Gijon	2	1	06/12/2009	1260054000
29694	2009-10	1	13	Villarreal	Getafe	3	2	06/12/2009	1260054000
29695	2009-10	1	13	Espanol	Santander	0	4	06/12/2009	1260054000
29696	2009-10	1	13	Atletico de Bilbao	Valencia	1	2	06/12/2009	1260054000
29697	2009-10	1	13	Mallorca	Zaragoza	4	1	06/12/2009	1260054000
29698	2009-10	1	13	Malaga	Osasuna	1	1	06/12/2009	1260054000
29699	2009-10	1	14	Barcelona	Espanol	1	0	12/12/2009	1260572400
29700	2009-10	1	14	Valencia	Real Madrid	2	3	12/12/2009	1260572400
29701	2009-10	1	14	Zaragoza	Atletico de Bilbao	1	2	12/12/2009	1260572400
29702	2009-10	1	14	Valladolid	Malaga	1	1	13/12/2009	1260658800
29703	2009-10	1	14	Sporting de Gijon	Sevilla	0	1	13/12/2009	1260658800
29704	2009-10	1	14	Getafe	Tenerife	2	1	13/12/2009	1260658800
29705	2009-10	1	14	Atletico de Madrid	Villarreal	1	2	13/12/2009	1260658800
29706	2009-10	1	14	Santander	Xerez	3	2	13/12/2009	1260658800
29707	2009-10	1	14	Almeria	Deportivo	1	1	13/12/2009	1260658800
29708	2009-10	1	14	Osasuna	Mallorca	0	1	13/12/2009	1260658800
29709	2009-10	1	15	Xerez	Barcelona	0	2	02/12/2009	1259708400
29710	2009-10	1	15	Sevilla	Getafe	1	2	19/12/2009	1261177200
29711	2009-10	1	15	Real Madrid	Zaragoza	6	0	19/12/2009	1261177200
29712	2009-10	1	15	Atletico de Bilbao	Osasuna	2	0	19/12/2009	1261177200
29713	2009-10	1	15	Valladolid	Sporting de Gijon	2	1	20/12/2009	1261263600
29714	2009-10	1	15	Tenerife	Atletico de Madrid	1	1	20/12/2009	1261263600
29715	2009-10	1	15	Villarreal	Santander	2	0	20/12/2009	1261263600
29716	2009-10	1	15	Espanol	Almeria	2	0	20/12/2009	1261263600
29717	2009-10	1	15	Deportivo	Valencia	0	0	20/12/2009	1261263600
29718	2009-10	1	15	Malaga	Mallorca	2	1	20/12/2009	1261263600
29719	2009-10	1	16	Atletico de Madrid	Sevilla	2	1	02/01/2010	1262386800
29720	2009-10	1	16	Barcelona	Villarreal	1	1	02/01/2010	1262386800
29721	2009-10	1	16	Valencia	Espanol	1	0	02/01/2010	1262386800
29722	2009-10	1	16	Sporting de Gijon	Malaga	2	2	03/01/2010	1262473200
29723	2009-10	1	16	Getafe	Valladolid	1	0	03/01/2010	1262473200
29724	2009-10	1	16	Santander	Tenerife	2	0	03/01/2010	1262473200
29725	2009-10	1	16	Almeria	Xerez	1	0	03/01/2010	1262473200
29726	2009-10	1	16	Zaragoza	Deportivo	0	0	03/01/2010	1262473200
29727	2009-10	1	16	Osasuna	Real Madrid	0	0	03/01/2010	1262473200
29728	2009-10	1	16	Mallorca	Atletico de Bilbao	2	0	03/01/2010	1262473200
29729	2009-10	1	17	Valladolid	Atletico de Madrid	0	4	09/01/2010	1262991600
29730	2009-10	1	17	Sevilla	Santander	1	2	09/01/2010	1262991600
